State,District,Taluka,Locality,Street,Landmark,Facility Name,Facility Type,Latitude,longitude,Region Indicator,Operational Status,Ownership Authority
Telangana,Adilabad,Utnoor,Utnoor,Boyawada,Near Little Flower School,"Community Health Centre, Utnoor",Community Health Center,19.3673515,78.7690499,Rural,Functional,State Government
Telangana,Adilabad,Boath,,Near Water Tank,,"Community Health Centre,Boath",Community Health Center,19.3399205,78.3216329,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,Adilabad Town,RIMS Hospital Adilabad,RIMS Hospital Adilabad beside Auditorium,"Government Ayurvedic Dispensary, Adilabad (HQ) (Regular)",Ayurveda dispensary,19.6639678,78.5261109,Urban,Functional,State Government
Telangana,Adilabad,Bela,Bela,Main Road Shivaji Chowk,Near Shivaji Chowk,"Government Ayurvedic Dispensary, Bela (Regular)",Ayurveda dispensary,19.7181264,78.7732132,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,Bheempur,Police Station Road,Beside ZPHS School,"Government Ayurvedic Dispensary, Bheempur (NRHM)",Ayurveda dispensary,19.7730129,78.4218988,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,Danthanpally Village,"Musleem Colony, Danthanpally",Beside Raithuvedika,"Government Ayurvedic Dispensary, Danthanpally (NRHM)",Ayurveda dispensary,19.328812,78.8174876,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,Dasnapur,SC Wada,GramaPanchayath & PulajiBaba Temple,"Government Ayurvedic Dispensary, Dasnapur (Regular)",Ayurveda dispensary,19.4470643,78.6131561,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,New Dehagoan,"Anganvadi, Shanthinagar",Beside Anganwadi,"Government Ayurvedic Dispensary, Dehagaon (Regular)",Ayurveda dispensary,19.4735763,78.3804282,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,Hasnapur,Maruguda,Main Road Maruguda Hasnapur,"Government Ayurvedic Dispensary, Hasnapur (NRHM)",Ayurveda dispensary,19.4139615,78.800765,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Ichoda Village,Islampura Street,Sirchalma Road,"Government Ayurvedic Dispensary, Ichoda (Regular)",Ayurveda dispensary,19.4223691,78.4537257,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,Jhari,Lokari to Jhari main Road,Beside Ashram School,"Government Ayurvedic Dispensary, Jhari (NRHM)",Ayurveda dispensary,19.5821837,78.8473921,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,Kuchulapur,Savari Bunglow,Opiste Post office,"Government Ayurvedic Dispensary, Kuchulapur (Regular)",Ayurveda dispensary,19.6813745,78.3615594,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,Mannur,Beside Gramapanchayth Building,Shivaji Chowk,"Government Ayurvedic Dispensary, Mannur (Regular)",Ayurveda dispensary,19.4846542,78.4978494,Rural,Functional,State Government
Telangana,Adilabad,Narnoor,narnoor,Ambedkar Nagar Main Road narnoor,Near by PH Sub Center Narnoor (PHC NNR),"Government Ayurvedic Dispensary, Narnoor (Regular)",Ayurveda dispensary,19.501931,78.849074,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Narsapur T,Main Road Narsapur T,Sirichalam Road,"Government Ayurvedic Dispensary, Narsapur -T (NRHM)",Ayurveda dispensary,19.3500585,78.5048795,Rural,Functional,State Government
Telangana,Adilabad,Boath,Sonala Village,Main Road Sonala,PHC Buliding,"Government Ayurvedic Dispensary, Sonala (Regular)",Ayurveda dispensary,19.417427,78.3144667,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,Thalamadugu,Main Road Thalamadugu,Opposite Government School,"Government Ayurvedic Dispensary, Thalamadugu (NRHM)",Ayurveda dispensary,19.6418302,78.3953984,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,Thamsi-B,Sunkadhi Street,Sunkadhi Road,"Government Ayurvedic Dispensary, Thamsi (NRHM)",Ayurveda dispensary,19.6817598,78.4250903,Rural,Functional,State Government
Telangana,Adilabad,Neradigonda,Boath,Main Road,Beside GramaPanchayath,"Government Ayurvedic Dispensary, Wankidi (Neredugonda) (Regular)",Ayurveda dispensary,19.2289093,78.393785,Rural,Functional,State Government
Telangana,Adilabad,Jainath,Zainath,Bus Stand Area,BUsstand,"Government Ayurvedic Dispensary, Zainath (NRHM)",Ayurveda dispensary,19.7306996,78.6427304,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,Adilabad Town,RIMS Hospital Adilabad,RIMS Hospital Adilabad beside Auditorium,"Government Homoeo Dispensary, Adilabad (HQ) (Regular)",Homoeopathy dispensary,19.6639678,78.5261109,Urban,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,Ankoli,Main Road Ankoli,Beside Rammandir,"Government Homoeo Dispensary, Ankoli (NRHM)",Homoeopathy dispensary,19.6070534,78.5719557,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,Bazarhathnoor,Bus stand area,Beside MRO Office,"Government Homoeo Dispensary, Bazarhathnoor (NRHM)",Homoeopathy dispensary,19.4590583,78.3502082,Rural,Functional,State Government
Telangana,Adilabad,Neradigonda,Neredigonda,Oppiste ZPHS Neredigonda,Neredigonda,"Government Homoeo Dispensary, Neredugunda (NRHM)",Homoeopathy dispensary,19.3010014,78.4025329,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,Utnoor,"Boyawada,utnoor",Beside Additional DMHO Office,"Government Homoeo Dispensary, Utnoor (Regular)",Homoeopathy dispensary,19.367329,78.7688504,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,Adilabad Town,RIMS Hospital Adilabad,"RIMS Premises,Beside Auditorium","Government Unani Dispensary, Adilabad (HQ) (Regular)",Unani  dispensary,19.6639678,78.5261109,Urban,Functional,State Government
Telangana,Adilabad,Gudihathnoor,Gudihatnoor,Muthnur Road,Near Bhagiratha Tank RTC Backside Busstand,"Government Unani Dispensary, Gudihathnoor (NRHM)",Unani  dispensary,19.5288306,78.5104637,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,"Ambedkarchowk, Bheemnagar",Bheemnagar,ambedkarchowk,"Government Unani Dispensary, Indravelly (NRHM)",Unani  dispensary,19.4924021,78.6700797,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,Utnoor,Boyawada,Little Flower School,"Government Unani Dispensary, Utnoor (NRHM)",Unani  dispensary,19.3657817,78.7729478,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,Ankoli,Main Road towards Adilabad,Near ZP High School,"Primary Health Centre, Ankoli",Primary Health Centre,19.6013846,78.5604069,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,Bazarhatnur,New colony,Near Z.P High school,"Primary Health Centre, Bazarhathnoor",Primary Health Centre,19.4583153,78.3522213,Rural,Functional,State Government
Telangana,Adilabad,Bela,Bela,Bela,Old Busstand,"Primary Health Centre, Bela",Primary Health Centre,19.7189177,78.7717061,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,Bheempur,School Road,UPS School,"Primary Health Centre, Bheempur T",Primary Health Centre,19.774933,78.4219005,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Muslimguda, Danthanpally","Muslimguda, Danthanpally","Muslimguda, Danthanpally","Primary Health Centre, Danthanpally",Primary Health Centre,19.3259696,78.8198591,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,Gadiguda,Main Road,SC Hostel,"Primary Health Centre, Gadiguda",Primary Health Centre,19.6007413,78.9231667,Rural,Functional,State Government
Telangana,Adilabad,Jainath,New Colony,New Colony,Near HIgh School,"Primary Health Centre, Gimma",Primary Health Centre,19.777591,78.5419503,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,Gudi Hathnoor,,Behind Busstand,"Primary Health Centre, Gudihathnoor",Primary Health Centre,19.5292668,78.5121323,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,Maruguda Hasnapur,Maruguda Hasnapur,Maruguda Hasnapur,"Primary Health Centre, Hasnapur",Primary Health Centre,19.4177209,78.8099472,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Islampura Echoda,Sirichalma Road,Near NH 7,"Primary Health Centre, Ichoda",Primary Health Centre,19.4276033,78.4553013,Rural,Functional,State Government
Telangana,Adilabad,Jainath,Jainath,Near Bus Stand,Opp 108 Office,"Primary Health Centre, Jainath",Primary Health Centre,19.7327349,78.6427107,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,Jhari,Main Road,Near Ashram High School,"Primary Health Centre, Jhari",Primary Health Centre,19.58182778,78.85810375,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Narsapur-T,New Colony,Sirichalma road,"Primary Health Centre, Narsapur",Primary Health Centre,17.7394297,78.2846303,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Vodder colony, Shyampur","Vodder colony, Shyampur","Vodder colony, Shyampur","Primary Health Centre, Shyampur",Primary Health Centre,19.4252185,78.7419528,Rural,Functional,State Government
Telangana,Adilabad,Boath,"New colony, Sonal",Ramalayam Street,Near Pragathi Primary School (Private),"Primary Health Centre, Sonala",Primary Health Centre,19.4179344,78.3166526,Rural,Functional,State Government
Telangana,Adilabad,Bela,Syedpur,Syedpur,,"Primary Health Centre, Syedpur",Primary Health Centre,19.6325419,78.7277814,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,Talamadugu,1st Street,Beside Ambedkar Statue,"Primary Health Centre, Talamadugu",Primary Health Centre,19.642647,78.3934657,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,Tamsi,Main Road,Electricity Sub-station,"Primary Health Centre, Tamsi",Primary Health Centre,19.6877718,78.4226112,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,Adilabad,Collector Chowk,Near Dasnapur Petrol pump,RIMS Medical College Hospital,Medical Colleges Hospital,19.6621494,78.5265235,Urban,Functional,State Government
Telangana,Adilabad,Jainath,Anandpur,Road Side,Village Entry Left Side,"SubCentre, Anandpur",SubCentre,19.1415659,79.7112406,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,Andarband,ST Wada,G.P. Building,"SubCentre, Andarband",SubCentre,19.7537793,78.3785343,Rural,Functional,State Government
Telangana,Adilabad,Boath,Andur,Narayanpur Road,"Near G.P,","SubCentre, Andur",SubCentre,19.291793,78.298852,Rural,Functional,Private - for profit
Telangana,Adilabad,AIDILABAD RURAL,Ankoli,Ankoli,Near School,"SubCentre, Ankoli",SubCentre,19.6013846,78.5604069,Rural,Functional,Private - for profit
Telangana,Adilabad,GADIGUDA,Main Road,,Near Ashrama High School Girls,"SubCentre, Arjuni",SubCentre,19.5971653,78.8184432,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,Arli,Primary School,Near Primary School,"SubCentre, Arli",SubCentre,19.0955521,78.1072634,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,"Muthyampet,Bazarhatnur",Dam Road,Near Anganwadi center,"SubCentre, Bazarhathnoor",SubCentre,19.4583153,78.3522213,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"Bhupet road,","Bhupet road,","Bhupet road,","SubCentre, Beersaipet",SubCentre,19.288196,78.8134873,Rural,Functional,State Government
Telangana,Adilabad,Bela,Bela,Bela,New Busstand,"SubCentre, Bela",SubCentre,19.7189177,78.7717061,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,Barampur,1st Street,G.P Back Side,"SubCentre, Bharampur",SubCentre,19.5969577,78.4119492,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,Bheempoor,School Road,Near UPS School,"SubCentre, Bheempur",SubCentre,19.774933,78.4219005,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,Bheemsari,Bheemsari,Anganwadi Center,"SubCentre, Bheemsari",SubCentre,19.6982837,78.5284606,Rural,Functional,Private - for profit
Telangana,Adilabad,Bazarhathnoor,Bhutai K,Road No.01,Sarpanch House,"SubCentre, Bhutai",SubCentre,19.504551,78.333914,Rural,Functional,State Government
Telangana,Adilabad,Boath,BOath,cinema Road,Near Godown,"SubCentre, Boath",SubCentre,19.3399205,78.3216329,Rural,Functional,Private - for profit
Telangana,Adilabad,Jainath,"Shivalayam,",,Beside Railway Track,"SubCentre, Boraj",SubCentre,19.742402,78.5419503,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Borigama,Indhrang Colony,Near AWWC,"SubCentre, Borigam",SubCentre,19.6488157,78.7532884,Rural,Functional,Private - for profit
Telangana,Adilabad,AIDILABAD RURAL,Chanda,Chada-T,Near School,"SubCentre, Chanda",SubCentre,19.7112915,78.5483395,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,school road,school road,,"SubCentre, Chanduri",SubCentre,19.451559,78.799825,Rural,Functional,State Government
Telangana,Adilabad,Bela,Chaprala,Chaprala,,"SubCentre, Chaprala",SubCentre,19.6910492,78.8184432,Rural,Functional,State Government
Telangana,Adilabad,Boath,chinthalbori,Main Road,Near Primary School,"SubCentre, Chintalbori T",SubCentre,19.411726,78.261559,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,Chisdhari Khanapur,Chisdhari Khanapur,Near School,"SubCentre, Chisdhari Khanapur",SubCentre,19.5403752,78.7079381,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,near main road,,,"SubCentre, Dantanpally",SubCentre,19.325732,78.818686,Rural,Functional,State Government
Telangana,Adilabad,MAVALA,Dasnapur,Dasnapur,Anukunta,"SubCentre, Dasnapur",SubCentre,19.656459,78.5277506,Rural,Functional,Private - for profit
Telangana,Adilabad,Bela,Dehegaon,Dehegaon,Hanman Temple,"SubCentre, Dehgaon",SubCentre,19.7299903,78.7844548,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,Veternary Hospital,Last Street,Barampur Road,"SubCentre, Devapur",SubCentre,19.611806,78.4602749,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,Near Main road,,Near Bus stand,"SubCentre, Dhaba K",SubCentre,19.577221,78.8750644,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,Danora,UPS School,Near UPS School,"SubCentre, Dhanora",SubCentre,19.3060095,78.948623,Rural,Functional,State Government
Telangana,Adilabad,Boath,Dhanora D,Reddy colony,Near GP Office,"SubCentre, Dhanora",SubCentre,19.4301501,79.1576752,Rural,Functional,Private - for profit
Telangana,Adilabad,GADIGUDA,Gadiguda Village,,"Near Bus stand , DR Depo","SubCentre, Gadiguda",SubCentre,19.6007413,78.9231667,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,New colony Gerjam,Street NO.1,Near UPS School,"SubCentre, Gerjam",SubCentre,19.4111156,78.4723528,Rural,Functional,Private - for profit
Telangana,Adilabad,Boath,ghanpur,SC Colony,Near GP Office,"SubCentre, Ghanpur",SubCentre,19.3494452,78.8439268,Rural,Functional,State Government
Telangana,Adilabad,Jainath,BC Colony,BC Colony,Near Bus Stand,"SubCentre, Gimma",SubCentre,19.777591,78.5419503,Rural,Functional,Private - for profit
Telangana,Adilabad,BHEEMPUR,Girgaon,Main Road,Dathathri Temple,"SubCentre, Girgaon",SubCentre,19.7288421,78.3557775,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,Girnoor,Kandly Road,Near water Tank,"SubCentre, Girnoor",SubCentre,19.4532458,78.3984423,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,Gokonda,Main Road,Near Primary School,"SubCentre, Gokonda",SubCentre,19.51527,78.363955,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,Gudihathnoor,,,"SubCentre, Gudihathnoor",SubCentre,19.5292668,78.5121323,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,near busstand,,,"SubCentre, Hasnapur",SubCentre,19.417392,78.810446,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Block Telangana,Reddy Colony,Near Library,"SubCentre, Ichoda East",SubCentre,19.427579,78.452402,Rural,Functional,Private - for profit
Telangana,Adilabad,Ichoda,Eachoda West Echoda,Street No.5,Near SC Hostel,"SubCentre, Ichoda West",SubCentre,19.4276033,78.4553013,Rural,Functional,State Government
Telangana,Adilabad,Jainath,Jainath,Sri Satyanarayana Temple,SC Colony,"SubCentre, Jainad",SubCentre,19.7327349,78.6427107,Rural,Functional,State Government
Telangana,Adilabad,Jainath,Dathaguda,,Syeedpur Raod,"SubCentre, Jamini",SubCentre,19.6569688,78.6965972,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,Jatharla,Bhutai Road,Near Residential High School,"SubCentre, Jatarla",SubCentre,19.4894691,78.3244788,,Functional,State Government
Telangana,Adilabad,Talamadugu,Shekguda Beside Road,Last Street,Shivalayam,"SubCentre, Jhari",SubCentre,19.6068733,78.3728456,Rural,Functional,State Government
Telangana,Adilabad,Jainath,Pramary School,Near River,Near GP,"SubCentre, Kamai",SubCentre,19.8167353,78.5605843,Rural,Functional,State Government
Telangana,Adilabad,Jainath,KMJCR,,Near Sathnala Project,"SubCentre, Kampa Mediguda",SubCentre,19.6658207,78.651221,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,BC Colony,BC Colony,SC Hostel,"SubCentre, Kapparla",SubCentre,19.7253473,78.4595644,Rural,Functional,State Government
Telangana,Adilabad,BHEEMPUR,Karanji T,Busstand Road,Sri Rama Temple,"SubCentre, Karanji",SubCentre,19.8556834,78.3123835,Rural,Functional,State Government
Telangana,Adilabad,Boath,karathwada,Main Road,Near School,"SubCentre, Karatwada",SubCentre,19.3618733,78.2988637,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Keshavapatnam,ST Ward,Near School,"SubCentre, Keshavpatnam",SubCentre,19.427579,78.452402,Rural,Functional,Private - for profit
Telangana,Adilabad,AIDILABAD RURAL,Khandala,Khandala,Near School,"SubCentre, Khandala",SubCentre,19.5734177,78.6739117,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,Anganwadi Centre,Last Street,Near Primary School,"SubCentre, Khuchulapur",SubCentre,19.3267919,78.3337271,Rural,Functional,State Government
Telangana,Adilabad,Bela,,,,"SubCentre, Kobbai",SubCentre,19.7273262,78.835433,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,Anganwadi 1 Centre,1st Street,Sunkidi Road,"SubCentre, Kodad",SubCentre,19.6733843,78.466314,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,SC Colony,Street No.3,Near Bhudda Mandir,"SubCentre, Kokasmannur",SubCentre,19.393875,78.436439,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,Kolhari,,,"SubCentre, Kolhari",SubCentre,19.5054061,78.5263305,Rural,Functional,State Government
Telangana,Adilabad,Boath,kowtha,main road,Near ZPSS School,"SubCentre, Kowta",SubCentre,18.8952158,78.0052678,Rural,Functional,Private - not for profit
Telangana,Adilabad,Jainath,Kura,Near Bus Stand,ZPSS Opp,"SubCentre, Kura",SubCentre,19.7697436,78.6710756,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,NEAR GP,lakkaram,,"SubCentre, Lakkaram",SubCentre,19.381407,78.797143,Rural,Functional,State Government
Telangana,Adilabad,Jainath,Laxmipur,Near GP,Near GP,"SubCentre, Laxmipur",SubCentre,19.693987,78.6675305,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,Lokari-K,,Near Bus stand,"SubCentre, Lokari",SubCentre,19.5723516,78.8439268,Rural,Functional,Private - for profit
Telangana,Adilabad,GADIGUDA,Malepur,,Near Primary School,"SubCentre, Malepur",SubCentre,19.4847703,78.9457948,Rural,Functional,Private - for profit
Telangana,Adilabad,AIDILABAD RURAL,Mamidiguda,Mamidiguda,Ashram High School,"SubCentre, Mamidiguda",SubCentre,19.4591944,78.65277529,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,Mannur,,Near Shivalayam Temple,"SubCentre, Mannur",SubCentre,19.4844497,78.4965043,Rural,Functional,State Government
Telangana,Adilabad,Boath,Marlapally,Nigini Road,Near BSNL Tower,"SubCentre, Marlapally",SubCentre,19.322614,78.242118,Rural,Functional,State Government
Telangana,Adilabad,MAVALA,Mavala,Mavala,G.P. Side,"SubCentre, Mavala",SubCentre,19.6354376,78.5085778,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,Mediguda Village,,Yellapur road,"SubCentre, Mediguda",SubCentre,19.3381742,79.3887901,Rural,Functional,Private - for profit
Telangana,Adilabad,Ichoda,Mamidiguda,Street.No.1,School Road,"SubCentre, Mediguda",SubCentre,19.4591944,78.6526393,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,Near Anganwadi center,SC Colony,,"SubCentre, Mutnoor",SubCentre,19.5136024,78.62979412,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Narsapur-T,Maruthi Ward,Near Kirana,"SubCentre, Narsapur",SubCentre,17.7394297,78.2846303,Rural,Functional,Private - for profit
Telangana,Adilabad,Tamsi,TTD Temple,TTD Temple,Mazid,"SubCentre, Nipani",SubCentre,19.7489594,78.4563671,Rural,Functional,State Government
Telangana,Adilabad,Jainath,Nirala,Near Bus Stand,Near Bus Stand,"SubCentre, Nirala",SubCentre,19.733153,78.5976648,Rural,Functional,State Government
Telangana,Adilabad,GADIGUDA,Paraswada-B,,Anganiwadi Center,"SubCentre, Paraswada B",SubCentre,19.5772666,78.9231667,Rural,Functional,State Government
Telangana,Adilabad,Boath,Patnapur,Gond colony,Near Ashram High School,"SubCentre, Patnapur",SubCentre,19.4599097,78.9231667,Rural,Functional,Private - not for profit
Telangana,Adilabad,Jainath,New Bus Stand,Behind DGB Bank,Behind GP,"SubCentre, Pendalwada",SubCentre,19.8048263,78.5948266,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,"takkuguda road,","takkuguda road,","takkuguda road,","SubCentre, Perkaguda",SubCentre,19.402128,78.7548,,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,Pippaldhari,Pippaldhari,Near UPS School,"SubCentre, Pippaldari",SubCentre,19.5954398,78.651221,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,SC Colony,SC Colony,Primary School,"SubCentre, Pippalkoti",SubCentre,19.8239631,78.5788601,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,Komrambheem colony,Bazarhatnur Road,Grampanchayath Office,"SubCentre, Pipri",SubCentre,19.4318432,79.1858904,Rural,Functional,State Government
Telangana,Adilabad,Boath,pochara,main Road,Near Hanuman Temple,"SubCentre, Pochara",SubCentre,19.3343898,78.360756,Rural,Functional,Private - for profit
Telangana,Adilabad,Utnoor,near  bus stop,,,"SubCentre, Pulimadugu",SubCentre,19.454067,78.706012,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,Ramai,Ramai,Anganwadi Center,"SubCentre, Ramai",SubCentre,19.6557589,78.6313624,Rural,Functional,State Government
Telangana,Adilabad,MAVALA,Ramnagar,Ramnagar,K.Prabhakar Kirana,"SubCentre, Ramnagar",SubCentre,19.6537455,78.5200275,Rural,Functional,Private - for profit
Telangana,Adilabad,Utnoor,"devari house, ramur K","devari house, ramur K","devari house, ramur K","SubCentre, Rampur K",SubCentre,19.396385,78.800704,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,near school,near school,near school,"SubCentre, Salewada B",SubCentre,19.432327,78.717363,Rural,Functional,State Government
Telangana,Adilabad,Bela,Sangidi,Sangidi,Mazid,"SubCentre, Sangidi",SubCentre,19.7647289,78.7306158,Rural,Functional,State Government
Telangana,Adilabad,Bela,Sayeedpur,Sayeedpur,Near Primary School,"SubCentre, Sayeedpur",SubCentre,19.6325419,78.7277814,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,at malkapur road,,,"SubCentre, Seetagondi",SubCentre,19.3591424,79.002342,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,shantinagar,,,"SubCentre, Sevadasnagar",SubCentre,19.370075,78.774539,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,Shanthapur,,Near Anganwadi Center,"SubCentre, Shantapur",SubCentre,19.475267,78.5362706,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,Shampur,near phc,near phc,"SubCentre, Shyampur",SubCentre,19.424768,78.743005,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Sirichalma,Kolamguda Street,Near water tank,"SubCentre, Sirchalma",SubCentre,19.311056,78.5575676,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Sirikonda,Bazar Road,Near Veternary Hospital,"SubCentre, Sirkonda",SubCentre,19.4372379,78.5604069,Rural,Functional,State Government
Telangana,Adilabad,Bela,Sirsanna,Sirsanna,Near G.P,"SubCentre, Sirsanna",SubCentre,19.7194655,78.7107731,Rural,Functional,State Government
Telangana,Adilabad,Boath,sonala,Main Road,Old Dwaraka building,"SubCentre, Sonala",SubCentre,19.4179344,78.3166526,Rural,Functional,State Government
Telangana,Adilabad,Ichoda,Kokasmannur,Kokasmannur,Near Hanuman Temple,"SubCentre, Talamadri",SubCentre,19.414016,78.5178096,Rural,Functional,Private - for profit
Telangana,Adilabad,Talamadugu,Bus Stand Road,1st Street,Beside Ambedkar Statue,"SubCentre, Talamadugu",SubCentre,19.642647,78.3934657,Rural,Functional,State Government
Telangana,Adilabad,Tamsi,SC Colony,SC Colony,Anganwadi Center,"SubCentre, Tamsi",SubCentre,19.6877718,78.4226112,Rural,Functional,State Government
Telangana,Adilabad,Bazarhathnoor,Tembi,Ananthpur Road,Water Tank,"SubCentre, Tembi",SubCentre,19.500354,78.404167,Rural,Functional,State Government
Telangana,Adilabad,Gudihathnoor,Tosham,,Beside Sai Temple,"SubCentre, Tosham",SubCentre,19.5244894,78.5614079,Rural,Functional,State Government
Telangana,Adilabad,Talamadugu,Near Public Primary School,Last Street,Opp Primary School,"SubCentre, Umri T",SubCentre,19.6242303,78.3244788,Rural,Functional,State Government
Telangana,Adilabad,Utnoor,,utnoor,NEAR ADDL.DM&HO OFFICE,"SubCentre, Utnoor",SubCentre,19.371173,78.779225,Rural,Functional,State Government
Telangana,Adilabad,MAVALA,Whagapur,Whagapur,Near G.P,"SubCentre, Waghapur",SubCentre,19.5680265,78.4631169,Rural,Functional,State Government
Telangana,Adilabad,AIDILABAD RURAL,Yapalguda,Yapalguda,Near Anganwadi Center,"SubCentre, Yapalguda",SubCentre,19.6511982,78.6058242,Rural,Functional,Private - for profit
Telangana,Adilabad,Utnoor,near temple,,,"SubCentre, Yenda",SubCentre,19.447269,78.731074,Rural,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,Hamaliwada,Hamaliwada,Cotton Market Yard,"Urban  Primary Health Centre, Hamallwada",Urban Health Centre (UPHC),18.8773545,79.4514022,Urban,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,Chilkurilaxminagar,Chilkuribalajinagar,Near UPS Hindi Govt School,"Urban Primary Health Centre, Chilukuri Laxmi Nagar",Urban Health Centre (UPHC),19.69078887,78.54174256,Urban,Functional,Private - for profit
Telangana,Adilabad,Adilabad URBAN,Kurshidnagar,Kurshidnagar,Mamatha Ginning,"Urban Primary Health Centre, Kurshidnagar",Urban Health Centre (UPHC),19.679182,78.5163894,Urban,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,Puthlibowli,Puthlibowli,Opp.Shadhikhana,"Urban Primary Health Centre, Putilibowli",Urban Health Centre (UPHC),19.6692312,78.5397317,Urban,Functional,State Government
Telangana,Adilabad,Adilabad URBAN,Water Tank,Shanthinagar,Near Degree College,"Urban Primary Health Centre, Shantinagar",Urban Health Centre (UPHC),19.6665444,78.5405994,Urban,Functional,State Government
Telangana,Adilabad,Neradigonda,Neradigonda,wadoor Road,Z.P HIGH SCHOOL,"Primary Health Centre, Neradigonda",Primary Health Centre,19.2999254,78.4055514,Rural,Functional,State Government
